R_kpc,Vobs_kms,Verr_kms,Vbary_kms,Vpred_kms,gN_code,y,nu,beta,a0_code
0.76,77.0,10.0,50.16952062756829,64.17514157587743,3311.8168421052633,0.894405815463158,1.6362654797700138,1.0438771491223013,3702.8122859311643
1.52,100.0,5.0,87.42704873207147,105.7665781439499,5028.611085526316,1.3580518528126646,1.4635422739290398,1.0438771491223013,3702.8122859311643
2.28,110.0,2.0,101.32898499442298,124.30308830563557,4503.317192982455,1.2161883577228068,1.5048612276687656,1.0438771491223013,3702.8122859311643
3.04,118.0,2.0,95.85731375330731,124.25767833698157,3022.5738815789473,0.8162914153286185,1.680335338293914,1.0438771491223013,3702.8122859311643
3.79,121.0,2.0,87.27292220385426,120.57692899366472,2009.6472163588387,0.5427353754859499,1.9088394464780556,1.0438771491223013,3702.8122859311643
4.55,121.0,2.0,80.23664281361727,117.72074048661149,1414.9272197802197,0.3821223196099451,2.152585806625402,1.0438771491223013,3702.8122859311643
5.31,117.0,2.0,75.0747557438584,116.0760898237428,1061.4348305084748,0.28665639750127125,2.39054918701652,1.0438771491223013,3702.8122859311643
6.07,116.0,2.0,70.9876837909225,115.02089063585551,830.1896622734763,0.2242051711418864,2.625351391769845,1.0438771491223013,3702.8122859311643
6.83,116.0,2.0,68.12950682340214,114.82574125620584,679.5943923865298,0.18353465957986817,2.840586541196325,1.0438771491223013,3702.8122859311643
7.59,116.0,2.0,65.6337397989784,114.71263560803459,567.5609749670621,0.15327835470447965,3.0546975336486453,1.0438771491223013,3702.8122859311643
8.35,115.0,1.0,63.124205737577405,114.33527685623953,477.2054311377246,0.1288764847602096,3.2807160415097196,1.0438771491223013,3702.8122859311643
9.11,115.0,1.0,61.14453859503725,114.30107922681923,410.3901866081229,0.11083202574632273,3.4945021967034893,1.0438771491223013,3702.8122859311643
9.86,116.0,1.0,59.72364397790878,114.67233690290503,361.75594827586207,0.0976976201711207,3.6865890630050315,1.0438771491223013,3702.8122859311643
10.64,117.0,1.0,58.30564123650473,114.97058678168491,319.50637218045114,0.08628748840291355,3.8882335541582744,1.0438771491223013,3702.8122859311643
11.38,117.0,1.0,57.02656749270466,115.1987042616399,285.7670826010544,0.07717568716265377,4.080756915531198,1.0438771491223013,3702.8122859311643
12.12,118.0,1.0,55.971208670172565,115.57018546763985,258.47988448844893,0.06980637000437297,4.263460559048127,1.0438771491223013,3702.8122859311643
12.86,117.0,1.0,55.12238837350937,116.08729375084977,236.2735381026439,0.06380921306769054,4.4352011437819945,1.0438771491223013,3702.8122859311643
13.7,116.0,1.0,54.111924748617106,116.51594256421659,213.7299562043796,0.05772098062233578,4.6364410426732015,1.0438771491223013,3702.8122859311643
14.44,115.0,1.0,52.989629645808996,116.52614218398844,194.45296745152353,0.05251494065479571,4.8357625634406185,1.0438771491223013,3702.8122859311643
15.18,117.0,1.0,51.83584618774926,116.4140648396921,177.00625494071144,0.04780319424056324,5.043714816469118,1.0438771491223013,3702.8122859311643
15.91,116.0,1.0,50.834084038172655,116.39567673661031,162.42011942174733,0.043863989551634196,5.242804871124768,1.0438771491223013,3702.8122859311643
16.65,115.0,2.0,50.10778532324094,116.67553334397235,150.79820720720724,0.04072531782941443,5.4218709122705455,1.0438771491223013,3702.8122859311643
17.49,115.0,2.0,49.1675233258703,116.77312309257907,138.2187164093768,0.037328037647098355,5.640649653897914,1.0438771491223013,3702.8122859311643
18.23,115.0,2.0,48.226076452475375,116.64943302713868,127.57841195831047,0.03445446382552112,5.850613432365105,1.0438771491223013,3702.8122859311643
18.97,114.0,2.0,47.19842423217114,116.35055649018487,117.43232735898788,0.03171436148820506,6.0768977727841325,1.0438771491223013,3702.8122859311643
19.71,115.0,2.0,46.39607526504801,116.29602843557974,109.21338406900051,0.029494712568594626,6.283003167565956,1.0438771491223013,3702.8122859311643
20.45,114.0,2.0,45.687338508606516,116.3192974875092,102.0700684596577,0.027565553038557462,6.4820417327718385,1.0438771491223013,3702.8122859311643
21.29,116.0,2.0,44.94587133430611,116.37910192734795,94.88639502113668,0.02562549427138328,6.704561743183702,1.0438771491223013,3702.8122859311643
22.03,115.0,3.0,44.24352155965887,116.31827208893291,88.85561507035858,0.023996791683976393,6.9118850932894205,1.0438771491223013,3702.8122859311643
22.76,118.0,4.0,43.58707319836926,116.2689094580082,83.47244947275922,0.022542987066860722,7.115604193807939,1.0438771491223013,3702.8122859311643
23.5,115.0,10.0,42.8770760430326,116.11690187701448,78.23164468085108,0.02112762912073405,7.33399411046197,1.0438771491223013,3702.8122859311643
