Radius_kpc,V_Newton,V_ISUT
17.581270903010033,7.4677032004772155,7.6027659525905875
17.714715719063545,7.442289765245893,7.578758211510233
17.848160535117056,7.417071282979742,7.55494962265566
17.98160535117057,7.3920469155569375,7.531339287143081
18.11505016722408,7.367215769042606,7.507926250648927
18.248494983277592,7.342576897305959,7.4847095070370795
18.381939799331104,7.318129305470155,7.461688001818236
18.515384615384615,7.293871953202101,7.4388606354485765
18.648829431438127,7.269803757848893,7.416226266474524
18.78227424749164,7.245923597427513,7.393783714530169
18.91571906354515,7.222230313473941,7.371531763193562
19.049163879598662,7.198722713757721,7.34946916270792
19.182608695652174,7.175399574867658,7.327594632573459
19.316053511705686,7.1522596446741655,7.305906864015342
19.449498327759198,7.129301644673483,7.284404522333042
19.58294314381271,7.106524272218824,7.263086249136136
19.71638795986622,7.083926202643261,7.241950664471398
19.849832775919733,7.061506091278977,7.220996368845796
19.983277591973245,7.039262575377302,7.200221945149878
20.116722408026753,7.017194275933802,7.179625960485768
20.250167224080265,6.99529979942246,7.159206967903878
20.383612040133777,6.973577739442893,7.1389635080522735
20.51705685618729,6.952026678284294,7.1188941107423895
20.6505016722408,6.930645188409729,7.0989972964347645
20.783946488294312,6.909431833864211,7.079271577648202
20.917391304347824,6.8883851716098565,7.059715460295694
21.050836120401335,6.86750375279126,7.0403274449502655
21.184280936454847,6.846786123934162,7.0211060280438025
21.31772575250836,6.826230828080293,7.00204970300178
21.45117056856187,6.80583640586117,6.983156961316677
21.584615384615383,6.785601396513556,6.964426293562794
21.718060200668894,6.765524338839121,6.945856190355027
21.851505016722406,6.745603772110766,6.927445143254079
21.984949832775918,6.725838236927979,6.909191645620477
22.11839464882943,6.7062262760234805,6.891094193419679
22.25183946488294,6.68676643502333,6.873151285980433
22.385284280936453,6.667457263162566,6.855361426708493
22.518729096989965,6.648297313958388,6.837723123757694
22.652173913043477,6.629285145842777,6.8202348906603145
22.78561872909699,6.610419322756415,6.80289524691856
22.9190635451505,6.591698414705621,6.78570271855894
23.052508361204012,6.5731209982840415,6.768655838651242
23.185953177257524,6.554685657160664,6.751753147793726
23.319397993311036,6.536390982535736,6.734993194566077
23.452842809364547,6.518235573566063,6.718374535951653
23.58628762541806,6.500218037761107,6.701895737730414
23.71973244147157,6.482336991351262,6.685555374843935
23.853177257525083,6.464591059629596,6.669352031733813
23.986622073578594,6.446978877268339,6.653284302654718
24.120066889632106,6.429499088611294,6.637350791963322
24.253511705685618,6.412150347943342,6.62155011438422
24.38695652173913,6.394931319738122,6.605880895254004
24.52040133779264,6.377840678884966,6.5903417707445175
24.653846153846153,6.360877110896089,6.574931388066316
24.787290969899665,6.3440393120950045,6.559648405653321
24.920735785953177,6.3273259897870915,6.5444914933295815
25.05418060200669,6.310735862413207,6.529459332459058
25.1876254180602,6.294267659687195,6.514550616079262
25.321070234113712,6.277920122718104,6.499764049019597
25.454515050167224,6.26169200411789,6.48509834800516
25.587959866220736,6.245582068095358,6.470552241746768
25.721404682274247,6.229589090537061,6.456124471017933
25.854849498327756,6.213711859075816,6.441813788719451
25.988294314381267,6.197949173147519,6.4276189599322855
26.12173913043478,6.182299844036876,6.413538761959368
26.25518394648829,6.1667626949126335,6.399571984356905
26.388628762541803,6.151336560852897,6.385717428955776
26.522073578595315,6.136020288861081,6.371973909873581
26.655518394648826,6.120812737873003,6.3583402535178335
26.788963210702338,6.105712778755642,6.344815298580846
26.92240802675585,6.090719294298009,6.331397896026734
27.05585284280936,6.075831179194613,6.31808690907105
27.189297658862873,6.061047340021941,6.304881213153432
27.322742474916385,6.046366695208376,6.2917796959037355
27.456187290969897,6.031788174997944,6.278781257102008
27.58963210702341,6.017310721408272,6.265884808632705
27.72307692307692,6.002933288183125,6.253089274433512
27.856521739130432,5.988654840739844,6.240393590439101
27.989966555183944,5.97447435611205,6.227796704520184
28.123411371237456,5.9603908228878915,6.215297576418135
28.256856187290968,5.946403241144159,6.202895177675528
28.39030100334448,5.932510622376539,6.190588491562836
28.52374581939799,5.91871198942629,6.1783765130015835
28.657190635451503,5.9050063764035805,6.166258248484218
28.790635451505015,5.891392828607756,6.154232715990932
28.924080267558526,5.8778704024447626,6.142298944903668
29.05752508361204,5.864438165341935,6.1304559759175605
29.19096989966555,5.8510951956603865,6.118702860949983
29.32441471571906,5.837840582605195,6.107038663047449
29.457859531772574,5.824673426133548,6.095462456290507
29.591304347826085,5.811592836861082,6.083973325696867
29.724749163879597,5.798597935966544,6.072570367122893
29.85819397993311,5.785687855094959,6.061252687163638
29.99163879598662,5.772861736259461,6.050019403051579
30.125083612040132,5.760118731741929,6.038869642554208
30.258528428093644,5.747458003992564,6.027802543870596
30.391973244147156,5.734878725528562,6.016817255527088
30.525418060200668,5.722380078831981,6.005912936272235
30.65886287625418,5.7099612562469355,5.995088754971111
30.79230769230769,5.69762145987624,5.984343890499086
30.925752508361203,5.685359901477585,5.973677531635191
31.059197324414715,5.67317580235937,5.96308887695518
31.192642140468227,5.661068393276272,5.952577134724364
31.32608695652174,5.649036914324654,5.942141522790303
31.459531772575247,5.637080614837882,5.931781268475484
31.59297658862876,5.625198753281645,5.9214956084700034
31.72642140468227,5.613390597149345,5.911283788724376
31.859866220735782,5.6016554228576325,5.901145064342521
31.993311036789294,5.589992515642148,5.891078699474993
32.126755852842805,5.578401169453543,5.881083967212519
32.26020066889632,5.5668806868538265,5.871160149479914
32.39364548494983,5.5554303789130985,5.861306536930405
32.52709030100334,5.544049565106726,5.851522428840433
32.66053511705685,5.532737573213001,5.841807133004979
32.793979933110364,5.521493739211333,5.832159965633453
32.927424749163876,5.510317407181009,5.822580251246185
33.06086956521739,5.499207929200577,5.813067322571571
33.1943143812709,5.488164665247866,5.803620520443888
33.32775919732441,5.477186983100696,5.7942391937018405
33.46120401337792,5.466274258238298,5.784922699087829
33.594648829431435,5.455425873743481,5.775670401148012
33.72809364548495,5.444641220205562,5.766481672133159
33.86153846153846,5.433919695624093,5.757355891900329
33.99498327759197,5.423260705313406,5.74829244781539
34.12842809364548,5.412663661807988,5.739290734656411
34.261872909698994,5.4021279847687165,5.730350154517929
34.395317725752506,5.3916531008899655,5.72147011671612
34.52876254180602,5.381238443807594,5.712650037694891
34.66220735785953,5.370883454007844,5.703889340932883
34.79565217391304,5.360587578737142,5.695187456851433
34.92909698996655,5.350350271912831,5.686543822723466
35.062541806020064,5.340170994034826,5.67795788258336
35.195986622073576,5.3300492120982215,5.6694290871377735
35.32943143812709,5.319984399506845,5.660956893677434
35.4628762541806,5.309976035987751,5.652540765989926
35.59632107023411,5.3000236075066915,5.644180174273438
35.72976588628762,5.290126606184535,5.6358745950515114
35.863210702341135,5.280284530214661,5.627623511088768
35.99665551839465,5.270496883781305,5.619426411307626
36.13010033444816,5.2607631769788945,5.611282790706019
36.26354515050167,5.251082925732329,5.6031921502760795
36.39698996655518,5.241455651718246,5.595153996923836
36.530434782608694,5.2318808822872365,5.587167843389878
36.663879598662206,5.22235815038704,5.579233208171017
36.79732441471572,5.212886994486692,5.571349615442925
36.93076923076923,5.203466958501631,5.563516594983745
37.06421404682274,5.194097591719758,5.555733682098685
37.19765886287625,5.184778448728458,5.548000417545577
37.331103678929765,5.17550908934255,5.540316347461398
37.464548494983276,5.166289078533192,5.532681023289749
37.59799331103679,5.157117986357718,5.525094001709297
37.7314381270903,5.147995387890393,5.517554844563146
37.86488294314381,5.13892086315411,5.510063118789165
37.99832775919732,5.129893997052992,5.502618396351242
38.131772575250835,5.120914379305903,5.495220254171454
38.26521739130435,5.1119816043808655,5.487868274063183
38.39866220735786,5.103095271430373,5.4805620426651025
38.53210702341137,5.094254984227587,5.473301151376109
38.66555183946488,5.085460351103414,5.466085196291111
38.798996655518394,5.07671098488446,5.458913778137737
38.932441471571906,5.068006502831837,5.451786502213886
39.06588628762542,5.059346526580833,5.444702978326182
39.19933110367893,5.050730682081426,5.437662820729262
39.33277591973244,5.042158599539634,5.430665648065926
39.46622073578595,5.033629913359693,5.423711083308132
39.599665551839465,5.025144262087061,5.4167987536988145
39.73311036789298,5.016701288352222,5.409928290694533
39.86655518394649,5.0083006388152995,5.403099329908933
40.0,4.999941964111459,5.396311511057009
