r_kpc,r_m,Mbar_msun,a0_m_s2,gN_m_s2,y_gN_over_a0,nu_simple,alpha_sqrt_nu,a_mond_m_s2,a_clock_m_s2,v_newton_km_s,v_mond_km_s,v_clock_km_s
3.9096370463078847,1.2063879383639299e+20,50000000000.0,1.2e-10,4.559537567528837e-10,3.799614639607364,1.2163690281211654,1.1028912131852195,5.546080279696994e-10,5.546080279696994e-10,234.53296412197585,258.66434533241153,258.66434533241153
3.972090112640801,1.2256589410287483e+20,50000000000.0,1.2e-10,4.4172857655808407e-10,3.681071471317367,1.222260364213303,1.1055588470150755,5.399073308673077e-10,5.399073308673077e-10,232.68188141028895,257.24351253325756,257.24351253325756
4.034543178973717,1.244929943693567e+20,50000000000.0,1.2e-10,4.2815886974004064e-10,3.567990581167005,1.2281962634855155,1.1082401650750235,5.258631239928995e-10,5.258631239928995e-10,230.87394777180253,255.86378199014482,255.86378199014482
4.096996245306633,1.2642009463583852e+20,50000000000.0,1.2e-10,4.152049753612842e-10,3.4600414613440353,1.2341756450424266,1.1109345818014789,5.124358682913378e-10,5.124358682913379e-10,229.10751248801193,254.52345857344665,254.52345857344667
4.159449311639548,1.2834719490232037e+20,50000000000.0,1.2e-10,4.0283018745089877e-10,3.3569182287574897,1.240197455123377,1.1136415290044535,4.995889733234776e-10,4.995889733234776e-10,227.38101191897874,253.22093778003136,253.22093778003136
4.221902377972465,1.3027429516880223e+20,50000000000.0,1.2e-10,3.910004946939108e-10,3.25833745578259,1.2462606666220912,1.1163604555080278,4.872885371668007e-10,4.872885371668007e-10,225.69296368496344,251.95469974430256,251.95469974430256
4.2843554443053815,1.3220139543528409e+20,50000000000.0,1.2e-10,3.796843464864437e-10,3.1640362207203645,1.2523642785923823,1.1190908267841275,4.755031126803152e-10,4.755031126803152e-10,224.04196131627165,250.72330372376396,250.72330372376396
4.346808510638297,1.3412849570176593e+20,50000000000.0,1.2e-10,3.688524423482458e-10,3.0737703529020486,1.2585073157424964,1.1218321245812568,4.642034971247547e-10,4.642034971247547e-10,222.426669327427,249.52538301512007,249.52538301512007
4.409261576971213,1.3605559596824778e+20,50000000000.0,1.2e-10,3.584775420649337e-10,2.987312850541114,1.2646888279204829,1.1245838465496838,4.533625425099166e-10,4.5336254250991653e-10,220.84581867646298,248.35964026159076,248.35964026159076
4.4717146433041295,1.3798269623472964e+20,50000000000.0,1.2e-10,3.485342942602356e-10,2.90445245216863,1.2709078895927715,1.1273455058644495,4.4295498436898205e-10,4.4295498436898205e-10,219.29820257424814,247.22484311623026,247.22484311623026
4.534167709637046,1.399097965012115e+20,50000000000.0,1.2e-10,3.3899908138160297e-10,2.8249923448466916,1.2771635993179449,1.1301166308474293,4.3295728694280497e-10,4.3295728694280497e-10,217.7826726123952,246.1198202296688,246.1198202296688
4.596620775969962,1.4183689676769334e+20,50000000000.0,1.2e-10,3.2984987932745153e-10,2.7487489943954295,1.2834550792175188,1.1328967645895713,4.233475030021033e-10,4.2334750300210327e-10,216.29813518152173,245.0434575339037,245.0434575339037
4.6590738423028775,1.4376399703417518e+20,50000000000.0,1.2e-10,3.210661301565828e-10,2.67555108463819,1.289781474445367,1.1356854645743104,4.1410514674782546e-10,4.1410514674782557e-10,214.843548154477,243.9946947966104,243.99469479661045
4.721526908635794,1.4569109730065705e+20,50000000000.0,1.2e-10,3.126286265047326e-10,2.605238554206105,1.2961419526572704,1.1384823023030575,4.0521107841440457e-10,4.0521107841440457e-10,213.41791781167709,242.97252242296284,242.97252242296284
4.783979974968711,1.4761819756713892e+20,50000000000.0,1.2e-10,3.0451940649368117e-10,2.5376617207806764,1.3025357034819247,1.1412868629235704,3.966473993611452e-10,3.966473993611451e-10,212.0202959879363,241.9759784841987,241.97597848419866
4.846433041301626,1.4954529783362073e+20,50000000000.0,1.2e-10,2.967216580582978e-10,2.4726804838191483,1.3089619379946054,1.1440987448619133,3.8839735657696207e-10,3.8839735657696207e-10,210.64977742217985,241.00414595415737,241.00414595415737
4.908886107634542,1.5147239810010258e+20,50000000000.0,1.2e-10,2.892196317391445e-10,2.4101635978262044,1.3154198881945494,1.146917559458634,3.804452556459742e-10,3.804452556459742e-10,209.3054972932072,240.0561501368009,240.0561501368009
4.971339173967459,1.5339949836658446e+20,50000000000.0,1.2e-10,2.8199856109526024e-10,2.3499880091271685,1.3219088064870088,1.149742930609712,3.727763813284893e-10,3.7277638132848937e-10,207.98662892626425,239.13115626931773,239.13115626931776
5.033792240300375,1.5532659863306633e+20,50000000000.0,1.2e-10,2.7504458998553963e-10,2.292038249879497,1.3284279651708109,1.152574494412752,3.653769250057304e-10,3.6537692500573043e-10,206.69238165660633,238.2283672868306,238.2283672868306
5.096245306633291,1.5725369889954814e+20,50000000000.0,1.2e-10,2.6834470604950794e-10,2.2362058837458996,1.334976655932167,1.1554118988188442,3.582339183190724e-10,3.5823391831907253e-10,205.42199883750786,237.34702173600732,237.34702173600735
5.158698372966207,1.5918079916603e+20,50000000000.0,1.2e-10,2.618866797907523e-10,2.182388998256269,1.34155418934537,1.1582548032904374,3.513351724070332e-10,3.5133517240703317e-10,204.17475598131654,236.48639182601283,236.48639182601283
5.221151439299123,1.6110789943251186e+20,50000000000.0,1.2e-10,2.5565900873012857e-10,2.1304917394177383,1.3481598943809385,1.1611028784655297,3.4466922220714556e-10,3.446692222071456e-10,202.949959023177,235.64578160627212,235.64578160627212
5.28360450563204,1.6303499969899374e+20,50000000000.0,1.2e-10,2.4965086615220375e-10,2.080423884601698,1.3547931179216937,1.163955805828423,3.3822527534619553e-10,3.382252753461955e-10,201.74694269797018,234.82452526143655,234.82452526143655
5.3460575719649555,1.6496209996547555e+20,50000000000.0,1.2e-10,2.438520540182061e-10,2.0321004501517175,1.3614532242871689,1.166813277387247,3.3199316519213554e-10,3.319931651921355e-10,200.56506902184603,234.02198551477957,234.02198551477954
5.408510638297871,1.668892002319574e+20,50000000000.0,1.2e-10,2.3825295966283873e-10,1.9854413305236562,1.3681395947667008,1.1696749953584118,3.259633076850833e-10,3.2596330768508324e-10,199.40372587047605,233.2375521319991,233.23755213199908
5.470963704630788,1.6881630049843927e+20,50000000000.0,1.2e-10,2.3284451593140247e-10,1.9403709660950206,1.3748516271614792,1.1725406718581148,3.201266616039157e-10,3.201266616039157e-10,198.262325646829,232.47064051808522,232.47064051808522
5.533416770963704,1.7074340076492115e+20,50000000000.0,1.2e-10,2.2761816444836393e-10,1.8968180370696994,1.3815887353357845,1.1754100286009919,3.1447469195966775e-10,3.1447469195966775e-10,197.14030403188164,231.72069040052224,231.72069040052224
5.59586983729662,1.7267050103140296e+20,50000000000.0,1.2e-10,2.2256582173936184e-10,1.8547151811613487,1.388350348777593,1.178282796605973,3.0899933623781463e-10,3.089993362378146e-10,196.0371188122329,230.98716459265526,230.9871645926552
5.658322903629536,1.745976012978848e+20,50000000000.0,1.2e-10,2.1767984795609846e-10,1.8139987329674871,1.3951359121686817,1.1811587159093742,3.036929732389714e-10,3.036929732389714e-10,194.95224877908709,230.26954783155136,230.26954783155136
5.720775969962452,1.765247015643667e+20,50000000000.0,1.2e-10,2.1295301797805166e-10,1.7746084831504305,1.4019448849643246,1.184037535285231,2.985483942920454e-10,2.9854839429204543e-10,193.88519269352878,229.56734568514787,229.56734568514793
5.783229036295369,1.7845180183084853e+20,50000000000.0,1.2e-10,2.0837849468678824e-10,1.7364874557232353,1.408776740982637,1.186919011972863,2.9355877663572127e-10,2.935587766357213e-10,192.83546831342323,228.88008352389264,228.88008352389264
5.845682102628285,1.8037890209733037e+20,50000000000.0,1.2e-10,2.0394980422819108e-10,1.6995817019015924,1.4156309680035952,1.1898029114116317,2.887176587836979e-10,2.887176587836979e-10,191.80261147765057,228.20730555246269,228.20730555246269
5.9081351689612,1.8230600236381222e+20,50000000000.0,1.2e-10,1.9966081309539195e-10,1.6638401091282662,1.4225070673777203,1.192689006982843,2.8401891770657714e-10,2.8401891770657714e-10,190.7861752437246,227.5485738974926,227.5485738974926
5.970588235294117,1.842331026302941e+20,50000000000.0,1.2e-10,1.9550570688085452e-10,1.629214224007121,1.4294045536444004,1.1955770797587248,2.7945674767896086e-10,2.794567476789608e-10,189.7857290751564,226.90346774755602,226.90346774755602
6.0330413016270334,1.8616020289677594e+20,50000000000.0,1.2e-10,1.9147897056010266e-10,1.5956580880008555,1.4363229541597895,1.1984669182584013,2.75025640654362e-10,2.7502564065436205e-10,188.80085807520712,226.27158254193526,226.2715825419353
6.095494367959949,1.8808730316325778e+20,50000000000.0,1.2e-10,1.875753701821987e-10,1.5631280848516558,1.4432618087342175,1.2013583182107732,2.7072036804315047e-10,2.7072036804315047e-10,187.83116226393187,225.65252920497207,225.65252920497207
6.157947434292865,1.9001440342973963e+20,50000000000.0,1.2e-10,1.8378993585342254e-10,1.531582798778521,1.4502206692790067,1.2042510823241999,2.6653596378009617e-10,2.6653596378009617e-10,186.87625589565465,225.04593342303625,225.04593342303625
6.220400500625781,1.919415036962215e+20,50000000000.0,1.2e-10,1.8011794591080603e-10,1.5009828825900502,1.4571990994625952,1.2071450200628735,2.62467708578279e-10,2.62467708578279e-10,185.93576681422755,224.45143496136646,224.45143496136646
6.282853566958698,1.9386860396270335e+20,50000000000.0,1.2e-10,1.7655491219137965e-10,1.4712909349281638,1.4641966743758381,1.210039947429769,2.585111152753362e-10,2.585111152753362e-10,185.0093358436283,223.86868701824045,223.86868701824045
6.345306633291614,1.957957042291852e+20,50000000000.0,1.2e-10,1.7309656631128378e-10,1.4424713859273648,1.4712129802063565,1.2129356867560441,2.5466191518631104e-10,2.5466191518631104e-10,184.09661621162857,223.2973556141156,223.2973556141156
6.407759699624529,1.9772280449566704e+20,50000000000.0,1.2e-10,1.6973884687639211e-10,1.4144903906366009,1.4782476139217835,1.2158320664967608,2.509160453848616e-10,2.5091604538486166e-10,183.1972730044332,222.73711901355128,222.7371190135513
6.470212765957446,1.996499047621489e+20,50000000000.0,1.2e-10,1.6647788755286685e-10,1.3873157296072238,1.4853001829617596,1.2187289210327945,2.472696368413604e-10,2.472696368413604e-10,182.31098265034282,222.18766717788085,222.18766717788085
6.532665832290363,2.0157700502863076e+20,50000000000.0,1.2e-10,1.6331000593219476e-10,1.360916716101623,1.4923703049385115,1.2216260904787977,2.437190033525396e-10,2.437190033525396e-10,181.43743243063088,221.6487012467426,221.6487012467426
6.595118898623278,2.035041052951126e+20,50000000000.0,1.2e-10,1.602316931308045e-10,1.3352641094233708,1.4994576073458519,1.2245234204970732,2.402606312028909e-10,2.402606312028909e-10,180.57632001595726,221.1199330467141,221.1199330467141
6.657571964956194,2.0543120556159445e+20,50000000000.0,1.2e-10,1.5723960406939926e-10,1.3103300339116606,1.5065617272764247,1.227420762117223,2.3689116950305526e-10,2.3689116950305526e-10,179.72735302675684,220.60108462541308,220.60108462541308
6.7200250312891106,2.0735830582807632e+20,50000000000.0,1.2e-10,1.5433054838170568e-10,1.2860879031808807,1.513682311147022,1.230317971561426,2.336074211550075e-10,2.3360742115500756e-10,178.89024861615138,220.09188780954256,220.09188780954258
6.782478097622027,2.0928540609455817e+20,50000000000.0,1.2e-10,1.5150148190648918e-10,1.262512349220743,1.5208190144317941,1.2332149100752043,2.3040633439798317e-10,2.304063343979832e-10,178.06473307403388,219.59208378545998,219.59208378545998
6.844931163954943,2.1121250636104e+20,50000000000.0,1.2e-10,1.48749498720458e-10,1.2395791560038165,1.5279715014031736,1.236111443763536,2.2728499489286764e-10,2.2728499489286764e-10,177.2505414510665,219.1014227009463,219.1014227009463
6.9073842302878585,2.1313960662752186e+20,50000000000.0,1.2e-10,1.4607182367311134e-10,1.2172651972759279,1.5351394448803282,1.2390074434321725,2.2424061830619732e-10,2.2424061830619732e-10,176.44741720141923,218.61966328694035,218.61966328694035
6.969837296620775,2.1506670689400373e+20,50000000000.0,1.2e-10,1.4346580538771245e-10,1.195548378230937,1.5423225259849644,1.241902784434017,2.2127054335804398e-10,2.2127054335804395e-10,175.6551118431551,218.146572498083,218.146572498083
7.032290362953692,2.1699380716048558e+20,50000000000.0,1.2e-10,1.409289096954188e-10,1.1744075807951566,1.5495204339042965,1.2447973465204272,2.1837222530090473e-10,2.1837222530090473e-10,174.8733846352417,217.68192517099493,217.68192517099493
7.094743429286607,2.1892090742696742e+20,50000000000.0,1.2e-10,1.3845871347220045e-10,1.153822612268337,1.5567328656610018,1.2476910136973023,2.1554322979931417e-10,2.1554322979931417e-10,174.1020022702341,217.2255036992784,217.2255036992784
7.157196495619523,2.2084800769344927e+20,50000000000.0,1.2e-10,1.360528988505536e-10,1.1337741570879467,1.5639595258899777,1.2505836740858156,2.127812271822689e-10,2.1278122718226887e-10,173.34073858174003,216.77709772430134,216.77709772430134
7.21964956195244,2.2277510795993114e+20,50000000000.0,1.2e-10,1.337092477801847e-10,1.114243731501539,1.5712001266217268,1.2534752197876617,2.1008398704272204e-10,2.1008398704272204e-10,172.58937426583316,216.3365038408802,216.3365038408802
