R_kpc,Vobs_kms,Verr_kms,Vbary_kms,Vpred_kms,gN_code,y,nu,beta,a0_code
0.64,12.4,8.6,9.660703908101107,21.977208691249412,145.826875,0.039382734996875,5.175204564688529,1.5439849649623592,3702.8122859311643
1.18,21.9,6.2,15.04948337983733,32.064184049011075,191.93809322033903,0.051835761145550864,4.539386921537228,1.5439849649623592,3702.8122859311643
1.8,32.3,1.88,19.66619434461075,40.795925278627244,214.86622222222218,0.058027846304444436,4.303213780924507,1.5439849649623592,3702.8122859311643
2.03,37.9,6.2,21.099772510622007,43.558906712106904,219.31054187192126,0.05922810149064042,4.261852311799431,1.5439849649623592,3702.8122859311643
2.78,53.1,9.5,25.7800620635405,52.151216983346224,239.06892086330936,0.06456414811294965,4.092238884852536,1.5439849649623592,3702.8122859311643
3.0,62.4,11.0,26.97531464135312,54.383765968585585,242.55586666666667,0.06550585013133334,4.06448493917537,1.5439849649623592,3702.8122859311643
3.64,68.0,6.2,30.12709079881428,60.34552511092607,249.3520879120879,0.06734127162197803,4.012136950216262,1.5439849649623592,3702.8122859311643
4.19,78.0,7.98,32.554889801687246,64.99008532816973,252.94053699284015,0.06831038612297138,3.9853067534600597,1.5439849649623592,3702.8122859311643
4.6,82.3,6.2,33.540006708407205,67.48881285363518,244.550445652174,0.06604451610505438,4.048902207375984,1.5439849649623592,3702.8122859311643
5.14,85.7,6.3,34.540041256489545,70.35942088852772,232.1039785992218,0.06268316098039883,4.149529041973457,1.5439849649623592,3702.8122859311643
5.39,85.5,6.51,35.308448705656836,71.98355586000562,231.29620593692022,0.062465009856354364,4.1563232668633106,1.5439849649623592,3702.8122859311643
6.31,89.5,15.6,38.519937694653656,78.22615122064335,235.14827258320125,0.06350531823518225,4.124134062761467,1.5439849649623592,3702.8122859311643
9.1,95.2,15.5,45.04124942760802,92.62589209824908,222.93562087912088,0.06020710845271979,4.22906099757646,1.5439849649623592,3702.8122859311643
10.17,97.5,6.2,47.39757430502114,97.68259766491802,220.89774336283185,0.05965674906128319,4.247390274866898,1.5439849649623592,3702.8122859311643
11.99,101.0,10.2,49.68217386548218,104.10979501345889,205.8647539616347,0.055596864778648884,4.391187708094884,1.5439849649623592,3702.8122859311643
14.02,107.0,10.7,50.815318064536406,109.33290542379102,184.17949714693296,0.04974043589698646,4.629269684527939,1.5439849649623592,3702.8122859311643
15.94,117.0,11.7,52.06421563799843,114.16777554004422,170.05536700125475,0.04592600268919387,4.808486693420414,1.5439849649623592,3702.8122859311643
17.98,120.0,12.0,52.15391116685306,117.60638305309769,151.28089265850943,0.040855674275820354,5.084965624128195,1.5439849649623592,3702.8122859311643
