R_kpc,Vobs_kms,Verr_kms,Vbary_kms,Vpred_kms,gN_code,y,nu,beta,a0_code
0.22,12.4,7.0,27.090744729519713,28.872915771312908,3335.9475000000007,0.9009226615875003,1.1358981697748942,4.9999936677422125,3702.8122859311643
0.78,37.5,4.0,60.65077864298199,61.97223396348523,4716.047371794872,1.273639333463782,1.0440505874045116,4.9999936677422125,3702.8122859311643
1.33,56.5,4.0,73.64244699899645,76.33273526768396,4077.601503759399,1.1012174501127823,1.0743980914340994,4.9999936677422125,3702.8122859311643
2.33,69.1,4.0,81.10435777441307,89.00323085546873,2823.1402789699564,0.7624313794400214,1.2042680507145453,4.9999936677422125,3702.8122859311643
3.44,85.5,7.5,76.21718507003523,93.40083398693159,1688.6800290697677,0.4560533720507269,1.501743283883219,4.9999936677422125,3702.8122859311643
3.78,87.1,8.4,73.6884597477787,93.80899593405493,1436.505052910053,0.38794973711415354,1.6206529250962096,4.9999936677422125,3702.8122859311643
4.77,105.0,4.0,65.61750414333054,93.52169669300318,902.6534276729561,0.24377509794449692,2.031352719698989,4.9999936677422125,3702.8122859311643
5.44,112.0,6.7,61.76565429103783,93.70187627415464,701.2860386029412,0.18939281401530333,2.3014549693431485,4.9999936677422125,3702.8122859311643
6.11,116.0,4.0,58.343043287096364,93.71985758054812,557.104860883797,0.15045452425458264,2.580388405876284,4.9999936677422125,3702.8122859311643
7.22,124.0,4.0,54.91017528655322,94.77385745679928,417.6076662049861,0.11278121437364959,2.9790065276153954,4.9999936677422125,3702.8122859311643
9.33,135.0,4.0,49.69848740152964,96.1180998215772,264.7309378349411,0.07149456072639337,3.7404513560931245,4.9999936677422125,3702.8122859311643
11.1,140.0,4.0,46.93217233412491,97.54769801348561,198.435027027027,0.053590355574054054,4.32008942574899,4.9999936677422125,3702.8122859311643
15.55,144.0,5.0,40.78579225661799,98.9295208374724,106.97626045016077,0.02889054377847267,5.883476261919027,4.9999936677422125,3702.8122859311643
