R_kpc,Vobs_kms,Verr_kms,Vbary_kms,Vpred_kms,gN_code,y,nu,beta,a0_code
0.58,31.3,6.3,15.09672977833279,31.968224260838475,392.95043103448285,0.10612215815732762,4.484058432355846,0.6384990913220945,3702.8122859311643
1.16,54.8,5.8,20.941998471970148,44.67412644441134,378.07525862068974,0.10210489471939659,4.550675742517174,0.6384990913220945,3702.8122859311643
1.74,61.1,4.1,22.638736713871648,50.68401514063108,294.5473563218391,0.07954693178505749,5.012306806187949,0.6384990913220945,3702.8122859311643
2.33,63.9,4.1,23.694736757347613,55.19131394475231,240.96160944206008,0.06507529705396996,5.425474050544106,0.6384990913220945,3702.8122859311643
2.91,67.2,4.1,26.543491669333935,61.76826495037829,242.11579037800686,0.06538700092843643,5.415202497087185,0.6384990913220945,3702.8122859311643
3.49,70.4,3.6,28.219010436228977,66.44827583429111,228.1697851002865,0.06162067301310888,5.544774299174409,0.6384990913220945,3702.8122859311643
4.07,73.7,3.6,27.40816210547508,67.35353300442506,184.57183046683048,0.04984639139502458,6.038943053709704,0.6384990913220945,3702.8122859311643
4.65,78.0,4.1,29.064186725246586,71.65381826770496,181.6617096774193,0.04906046962403225,6.078022812390785,0.6384990913220945,3702.8122859311643
5.23,80.8,4.1,31.415552676978326,76.85542106669368,188.7068738049713,0.05096312187413958,5.984937282304389,0.6384990913220945,3702.8122859311643
5.81,80.5,3.6,32.972620460011974,80.80193599726104,187.12456110154912,0.05053579459388987,6.005326245824887,0.6384990913220945,3702.8122859311643
6.4,81.3,3.6,34.894179314034595,85.22481693026998,190.25058593749995,0.05138002449121093,5.965216040766986,0.6384990913220945,3702.8122859311643
6.98,82.1,4.6,36.582007872723445,89.20723712797657,191.72540114613182,0.051778320460530096,5.946550344027159,0.6384990913220945,3702.8122859311643
7.62,82.8,4.6,38.5031258471309,93.6149017357652,194.55258530183724,0.05254184394954068,5.911504083632346,0.6384990913220945,3702.8122859311643
8.28,84.9,5.5,38.55210629784059,95.27625993126898,179.50059178743962,0.04847682732107489,6.107636469441437,0.6384990913220945,3702.8122859311643
8.9,84.3,5.5,36.06435497828847,92.96024921429445,146.13906741573038,0.03946704724162923,6.64413151639671,0.6384990913220945,3702.8122859311643
9.52,83.2,7.0,36.04694023076022,94.23605544300655,136.48969537815123,0.036861089582300416,6.834352660643809,0.6384990913220945,3702.8122859311643
10.22,80.1,10.8,36.44171510782663,96.24433690334754,129.9411545988258,0.03509255791673189,6.975137162015885,0.6384990913220945,3702.8122859311643
