R_kpc,Vobs_kms,Verr_kms,Vbary_kms,Vpred_kms,gN_code,y,nu,beta,a0_code
0.16,160.0,36.0,100.1426628365753,115.12553260951135,62678.45575,16.92725715212375,1.321615228473428,0.5674519857815599,3702.8122859311643
0.32,177.0,30.9,154.47708422287107,175.69209203703713,74572.40484375,20.13939651412735,1.293529392215659,0.5674519857815599,3702.8122859311643
0.49,180.0,25.3,169.54340691987994,195.7453653064647,58663.19761224488,15.842876463150915,1.3329724214178653,0.5674519857815599,3702.8122859311643
0.65,180.0,32.0,175.04292422146057,205.12459481446928,47138.50049230767,12.730459135455073,1.3732397071596225,0.5674519857815599,3702.8122859311643
1.3,182.0,4.72,174.45294503103122,216.15070276185307,23410.638484615385,6.322394082347655,1.535170770763582,0.5674519857815599,3702.8122859311643
1.46,183.0,10.8,172.84547005924105,216.785961870805,20462.709945205475,5.526261761351917,1.5730636928148556,0.5674519857815599,3702.8122859311643
1.62,184.0,7.43,171.24911947218882,217.2736814645511,18102.630197530863,4.888886824296173,1.6097467312978955,0.5674519857815599,3702.8122859311643
3.72,206.0,8.42,152.52786247109083,217.5607825520709,6253.964739247311,1.6889769873048253,2.034524182940405,0.5674519857815599,3702.8122859311643
3.89,207.0,4.54,152.22671036976396,218.4571536896996,5957.062043701801,1.608793960832327,2.0594479351567934,0.5674519857815599,3702.8122859311643
4.05,209.0,5.36,151.99636038405657,219.32506157558004,5704.4181654321,1.5405636918474204,2.0821410309224726,0.5674519857815599,3702.8122859311643
4.22,210.0,2.43,152.21949618889167,220.7191024817605,5490.704981042655,1.4828472407052848,2.102515870026081,0.5674519857815599,3702.8122859311643
4.26,210.0,4.6,152.32739815935938,221.1023075813256,5446.862964788734,1.4710070465856695,2.106834891446111,0.5674519857815599,3702.8122859311643
4.38,211.0,2.8,152.712749042115,222.30996469679667,5324.471168949771,1.43795330624242,2.1191771822931718,0.5674519857815599,3702.8122859311643
4.54,213.0,2.18,153.53512715336512,224.233638187182,5192.298517621145,1.4022580991613547,2.1329762552321525,0.5674519857815599,3702.8122859311643
4.71,214.0,7.61,154.84542598992067,226.72813954373515,5090.680668789809,1.3748146748167198,2.143947203977027,0.5674519857815599,3702.8122859311643
4.86,215.0,4.7,156.02151716990832,228.93315481687318,5008.788851851851,1.3526985612753704,2.1530216294678697,0.5674519857815599,3702.8122859311643
5.02,215.0,2.34,157.06428149009562,231.0378890693075,4914.180980079681,1.327148286385219,2.163772275781435,0.5674519857815599,3702.8122859311643
5.18,216.0,2.95,157.69123098638048,232.67367430085815,4800.487322393823,1.296443608722288,2.177105171362797,0.5674519857815599,3702.8122859311643
5.35,217.0,4.48,158.07907046791487,234.08982923445674,4670.8397233644855,1.26143032989043,2.192887452631769,0.5674519857815599,3702.8122859311643
5.51,217.0,3.99,158.11950376218613,235.0504179040949,4537.527671506351,1.2254274106053629,2.2097908447982704,0.5674519857815599,3702.8122859311643
5.68,218.0,5.14,157.78000529217888,235.63349937041608,4382.839801056338,1.18365163087228,2.230335172804002,0.5674519857815599,3702.8122859311643
